edge_type_id dynamics_params model_template target_query source_query delay
909 instanteneousInh.json NULL node_type_id=='100000117'&pop_name=='LIFi1Htr3a' pop_name=='i23Pvalb' 1.2
910 AMPA_ExcToExc.json exp2syn node_type_id=='471129934'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
911 AMPA_ExcToExc.json exp2syn node_type_id=='471143169'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
912 AMPA_ExcToExc.json exp2syn node_type_id=='471758398'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
913 AMPA_ExcToExc.json exp2syn node_type_id=='471767045'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
914 AMPA_ExcToExc.json exp2syn node_type_id=='485574832'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
915 AMPA_ExcToExc.json exp2syn node_type_id=='485835055'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
916 AMPA_ExcToExc.json exp2syn node_type_id=='485880739'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
917 AMPA_ExcToExc.json exp2syn node_type_id=='486052980'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
918 AMPA_ExcToExc.json exp2syn node_type_id=='486110216'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
919 AMPA_ExcToExc.json exp2syn node_type_id=='487664663'&pop_name=='e5Rbp4' pop_name=='e4other' 1.5
921 AMPA_ExcToExc.json exp2syn node_type_id=='487661754'&pop_name=='e23Cux2' pop_name=='e4other' 2.3
929 AMPA_ExcToExc.json exp2syn node_type_id=='314900022'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
932 AMPA_ExcToExc.json exp2syn node_type_id=='348592897'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
933 AMPA_ExcToExc.json exp2syn node_type_id=='395830185'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
934 AMPA_ExcToExc.json exp2syn node_type_id=='469798159'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
935 AMPA_ExcToExc.json exp2syn node_type_id=='476126528'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
936 AMPA_ExcToExc.json exp2syn node_type_id=='476218657'&pop_name=='e4Scnn1a' pop_name=='e4other' 1.3
937 AMPA_ExcToInh.json exp2syn node_type_id=='341442651'&pop_name=='i23Pvalb' pop_name=='e4other' 1.2
939 AMPA_ExcToInh.json exp2syn node_type_id=='484635029'&pop_name=='i23Pvalb' pop_name=='e4other' 1.2
940 AMPA_ExcToInh.json exp2syn node_type_id=='488501071'&pop_name=='i23Pvalb' pop_name=='e4other' 1.2
941 AMPA_ExcToExc.json exp2syn node_type_id=='477135941'&pop_name=='e4other' pop_name=='e4other' 1.3
942 AMPA_ExcToExc.json exp2syn node_type_id=='483061182'&pop_name=='e4other' pop_name=='e4other' 1.3
944 AMPA_ExcToExc.json exp2syn node_type_id=='485909730'&pop_name=='e4other' pop_name=='e4other' 1.3
945 AMPA_ExcToExc.json exp2syn node_type_id=='486146717'&pop_name=='e4other' pop_name=='e4other' 1.3
946 AMPA_ExcToExc.json exp2syn node_type_id=='487601493'&pop_name=='e4other' pop_name=='e4other' 1.3
947 AMPA_ExcToInh.json exp2syn node_type_id=='313861608'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
948 AMPA_ExcToInh.json exp2syn node_type_id=='321023397'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
950 AMPA_ExcToInh.json exp2syn node_type_id=='333785962'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
951 AMPA_ExcToInh.json exp2syn node_type_id=='396608557'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
952 AMPA_ExcToInh.json exp2syn node_type_id=='469610831'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
953 AMPA_ExcToInh.json exp2syn node_type_id=='471077857'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
954 AMPA_ExcToInh.json exp2syn node_type_id=='471085676'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
955 AMPA_ExcToInh.json exp2syn node_type_id=='478793814'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
958 AMPA_ExcToInh.json exp2syn node_type_id=='486783119'&pop_name=='i5Pvalb' pop_name=='e4other' 1.2
960 AMPA_ExcToInh.json exp2syn node_type_id=='333604946'&pop_name=='i4Pvalb' pop_name=='e4other' 1.2
961 AMPA_ExcToInh.json exp2syn node_type_id=='487667205'&pop_name=='i4Pvalb' pop_name=='e4other' 1.2
962 AMPA_ExcToExc.json exp2syn node_type_id=='314642645'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
963 AMPA_ExcToExc.json exp2syn node_type_id=='324025371'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
964 AMPA_ExcToExc.json exp2syn node_type_id=='329550137'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
965 AMPA_ExcToExc.json exp2syn node_type_id=='473020156'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
966 AMPA_ExcToExc.json exp2syn node_type_id=='476616076'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
967 AMPA_ExcToExc.json exp2syn node_type_id=='479179020'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
968 AMPA_ExcToExc.json exp2syn node_type_id=='480087928'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
969 AMPA_ExcToExc.json exp2syn node_type_id=='480124551'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
971 AMPA_ExcToExc.json exp2syn node_type_id=='484679812'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
972 AMPA_ExcToExc.json exp2syn node_type_id=='485836906'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
973 AMPA_ExcToExc.json exp2syn node_type_id=='486502127'&pop_name=='e4Rorb' pop_name=='e4other' 1.3
974 AMPA_ExcToInh.json exp2syn node_type_id=='474626527'&pop_name=='i4Htr3a' pop_name=='e4other' 1.5
975 AMPA_ExcToInh.json exp2syn node_type_id=='313862167'&pop_name=='i4Sst' pop_name=='e4other' 1.5
976 AMPA_ExcToInh.json exp2syn node_type_id=='473016550'&pop_name=='i4Sst' pop_name=='e4other' 1.5
978 AMPA_ExcToExc.json exp2syn node_type_id=='318733871'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
979 AMPA_ExcToExc.json exp2syn node_type_id=='318808427'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
981 AMPA_ExcToExc.json exp2syn node_type_id=='370351753'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
982 AMPA_ExcToExc.json exp2syn node_type_id=='386049446'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
983 AMPA_ExcToExc.json exp2syn node_type_id=='397351623'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
984 AMPA_ExcToExc.json exp2syn node_type_id=='422738880'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
985 AMPA_ExcToExc.json exp2syn node_type_id=='475459689'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
986 AMPA_ExcToExc.json exp2syn node_type_id=='476455864'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
987 AMPA_ExcToExc.json exp2syn node_type_id=='476457450'&pop_name=='e4Nr5a1' pop_name=='e4other' 1.3
988 AMPA_ExcToExc.json exp2syn node_type_id=='314804042'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
990 AMPA_ExcToExc.json exp2syn node_type_id=='314831019'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
991 AMPA_ExcToExc.json exp2syn node_type_id=='320207387'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
992 AMPA_ExcToExc.json exp2syn node_type_id=='323865917'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
993 AMPA_ExcToExc.json exp2syn node_type_id=='324025297'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
994 AMPA_ExcToExc.json exp2syn node_type_id=='349621141'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
995 AMPA_ExcToExc.json exp2syn node_type_id=='354190013'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
996 AMPA_ExcToExc.json exp2syn node_type_id=='468120757'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
997 AMPA_ExcToExc.json exp2syn node_type_id=='468193142'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
998 AMPA_ExcToExc.json exp2syn node_type_id=='469793303'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
999 AMPA_ExcToExc.json exp2syn node_type_id=='473601979'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1000 AMPA_ExcToExc.json exp2syn node_type_id=='476048909'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1002 AMPA_ExcToExc.json exp2syn node_type_id=='476131588'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1004 AMPA_ExcToExc.json exp2syn node_type_id=='480116737'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1005 AMPA_ExcToExc.json exp2syn node_type_id=='480169178'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1006 AMPA_ExcToExc.json exp2syn node_type_id=='480351780'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1007 AMPA_ExcToExc.json exp2syn node_type_id=='480353286'&pop_name=='e5noRbp4' pop_name=='e4other' 1.5
1008 AMPA_ExcToExc.json exp2syn node_type_id=='466632464'&pop_name=='e6Ntsr1' pop_name=='e4other' 1.9
1009 AMPA_ExcToExc.json exp2syn node_type_id=='471410185'&pop_name=='e6Ntsr1' pop_name=='e4other' 1.9
1010 AMPA_ExcToExc.json exp2syn node_type_id=='471786879'&pop_name=='e6Ntsr1' pop_name=='e4other' 1.9
1011 AMPA_ExcToExc.json exp2syn node_type_id=='471789504'&pop_name=='e6Ntsr1' pop_name=='e4other' 1.9
1012 AMPA_ExcToExc.json exp2syn node_type_id=='471819401'&pop_name=='e6Ntsr1' pop_name=='e4other' 1.9
1017 AMPA_ExcToInh.json exp2syn node_type_id=='327962063'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1018 AMPA_ExcToInh.json exp2syn node_type_id=='464188580'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1019 AMPA_ExcToInh.json exp2syn node_type_id=='469753383'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1020 AMPA_ExcToInh.json exp2syn node_type_id=='473943881'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1021 AMPA_ExcToInh.json exp2syn node_type_id=='474267418'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1022 AMPA_ExcToInh.json exp2syn node_type_id=='475622680'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1023 AMPA_ExcToInh.json exp2syn node_type_id=='475622793'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1024 AMPA_ExcToInh.json exp2syn node_type_id=='479220013'&pop_name=='i23Htr3a' pop_name=='e4other' 1.5
1025 AMPA_ExcToInh.json exp2syn node_type_id=='324493977'&pop_name=='i23Sst' pop_name=='e4other' 1.5
1026 AMPA_ExcToInh.json exp2syn node_type_id=='473540161'&pop_name=='i23Sst' pop_name=='e4other' 1.5
1027 AMPA_ExcToInh.json exp2syn node_type_id=='475068599'&pop_name=='i23Sst' pop_name=='e4other' 1.5
1028 AMPA_ExcToInh.json exp2syn node_type_id=='476686112'&pop_name=='i23Sst' pop_name=='e4other' 1.5
1029 AMPA_ExcToInh.json exp2syn node_type_id=='478110866'&pop_name=='i5Htr3a' pop_name=='e4other' 1.5
1030 AMPA_ExcToInh.json exp2syn node_type_id=='481001895'&pop_name=='i5Htr3a' pop_name=='e4other' 1.5
1031 AMPA_ExcToInh.json exp2syn node_type_id=='481136138'&pop_name=='i5Htr3a' pop_name=='e4other' 1.5
1032 AMPA_ExcToInh.json exp2syn node_type_id=='482644550'&pop_name=='i5Htr3a' pop_name=='e4other' 1.5
1038 AMPA_ExcToInh.json exp2syn node_type_id=='323475862'&pop_name=='i5Sst' pop_name=='e4other' 1.5
1041 AMPA_ExcToInh.json exp2syn node_type_id=='464198958'&pop_name=='i5Sst' pop_name=='e4other' 1.5
1046 AMPA_ExcToInh.json exp2syn node_type_id=='475517090'&pop_name=='i5Sst' pop_name=='e4other' 1.5
1047 AMPA_ExcToInh.json exp2syn node_type_id=='478396248'&pop_name=='i5Sst' pop_name=='e4other' 1.5
1048 AMPA_ExcToInh.json exp2syn node_type_id=='482690728'&pop_name=='i5Sst' pop_name=='e4other' 1.5
1049 instanteneousExc.json NULL node_type_id=='100000101'&pop_name=='LIFe5Rbp4' pop_name=='e4other' 1.5
1050 instanteneousExc.json NULL node_type_id=='100000102'&pop_name=='LIFe23Cux2' pop_name=='e4other' 2.3
1052 instanteneousExc.json NULL node_type_id=='100000104'&pop_name=='LIFe4Scnn1a' pop_name=='e4other' 1.3
1053 instanteneousExc.json NULL node_type_id=='100000105'&pop_name=='LIFi23Pvalb' pop_name=='e4other' 1.2
1054 instanteneousExc.json NULL node_type_id=='100000110'&pop_name=='LIFe4other' pop_name=='e4other' 1.3
1055 instanteneousExc.json NULL node_type_id=='100000111'&pop_name=='LIFi5Pvalb' pop_name=='e4other' 1.2
1056 instanteneousExc.json NULL node_type_id=='100000112'&pop_name=='LIFi4Pvalb' pop_name=='e4other' 1.2
1057 instanteneousExc.json NULL node_type_id=='100000108'&pop_name=='LIFe4Rorb' pop_name=='e4other' 1.3
1058 instanteneousExc.json NULL node_type_id=='100000114'&pop_name=='LIFi4Htr3a' pop_name=='e4other' 1.5
1059 instanteneousExc.json NULL node_type_id=='100000115'&pop_name=='LIFi4Sst' pop_name=='e4other' 1.5
1060 instanteneousExc.json NULL node_type_id=='100000116'&pop_name=='LIFe4Nr5a1' pop_name=='e4other' 1.3
1061 instanteneousExc.json NULL node_type_id=='100000119'&pop_name=='LIFe5noRbp4' pop_name=='e4other' 1.5
1062 instanteneousExc.json NULL node_type_id=='100000121'&pop_name=='LIFe6Ntsr1' pop_name=='e4other' 1.9
1064 instanteneousExc.json NULL node_type_id=='100000107'&pop_name=='LIFi23Htr3a' pop_name=='e4other' 1.5
1065 instanteneousExc.json NULL node_type_id=='100000113'&pop_name=='LIFi23Sst' pop_name=='e4other' 1.5
1066 instanteneousExc.json NULL node_type_id=='100000109'&pop_name=='LIFi5Htr3a' pop_name=='e4other' 1.5
1068 instanteneousExc.json NULL node_type_id=='100000118'&pop_name=='LIFi5Sst' pop_name=='e4other' 1.5
1072 GABA_InhToExc.json exp2syn node_type_id=='471129934'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1073 GABA_InhToExc.json exp2syn node_type_id=='471143169'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1074 GABA_InhToExc.json exp2syn node_type_id=='471758398'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1075 GABA_InhToExc.json exp2syn node_type_id=='471767045'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1076 GABA_InhToExc.json exp2syn node_type_id=='485574832'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1077 GABA_InhToExc.json exp2syn node_type_id=='485835055'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1078 GABA_InhToExc.json exp2syn node_type_id=='485880739'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1079 GABA_InhToExc.json exp2syn node_type_id=='486052980'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1080 GABA_InhToExc.json exp2syn node_type_id=='486110216'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1081 GABA_InhToExc.json exp2syn node_type_id=='487664663'&pop_name=='e5Rbp4' pop_name=='i5Pvalb' 0.9
1084 GABA_InhToInh.json exp2syn node_type_id=='321708130'&pop_name=='i6Pvalb' pop_name=='i5Pvalb' 1.6
1086 GABA_InhToInh.json exp2syn node_type_id=='471087830'&pop_name=='i6Pvalb' pop_name=='i5Pvalb' 1.6
1088 GABA_InhToInh.json exp2syn node_type_id=='478058328'&pop_name=='i6Pvalb' pop_name=='i5Pvalb' 1.6
1089 GABA_InhToInh.json exp2syn node_type_id=='478828646'&pop_name=='i6Pvalb' pop_name=='i5Pvalb' 1.6
1099 GABA_InhToInh.json exp2syn node_type_id=='341442651'&pop_name=='i23Pvalb' pop_name=='i5Pvalb' 1.6
1101 GABA_InhToInh.json exp2syn node_type_id=='484635029'&pop_name=='i23Pvalb' pop_name=='i5Pvalb' 1.6
1102 GABA_InhToInh.json exp2syn node_type_id=='488501071'&pop_name=='i23Pvalb' pop_name=='i5Pvalb' 1.6
1109 GABA_InhToInh.json exp2syn node_type_id=='313861608'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1110 GABA_InhToInh.json exp2syn node_type_id=='321023397'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1112 GABA_InhToInh.json exp2syn node_type_id=='333785962'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1113 GABA_InhToInh.json exp2syn node_type_id=='396608557'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1114 GABA_InhToInh.json exp2syn node_type_id=='469610831'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1115 GABA_InhToInh.json exp2syn node_type_id=='471077857'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1116 GABA_InhToInh.json exp2syn node_type_id=='471085676'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1117 GABA_InhToInh.json exp2syn node_type_id=='478793814'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1120 GABA_InhToInh.json exp2syn node_type_id=='486783119'&pop_name=='i5Pvalb' pop_name=='i5Pvalb' 1.6
1122 GABA_InhToInh.json exp2syn node_type_id=='333604946'&pop_name=='i4Pvalb' pop_name=='i5Pvalb' 1.6
1123 GABA_InhToInh.json exp2syn node_type_id=='487667205'&pop_name=='i4Pvalb' pop_name=='i5Pvalb' 1.6
1136 GABA_InhToInh.json exp2syn node_type_id=='474626527'&pop_name=='i4Htr3a' pop_name=='i5Pvalb' 1.2
1137 GABA_InhToInh.json exp2syn node_type_id=='313862167'&pop_name=='i4Sst' pop_name=='i5Pvalb' 1.2
1138 GABA_InhToInh.json exp2syn node_type_id=='473016550'&pop_name=='i4Sst' pop_name=='i5Pvalb' 1.2
1150 GABA_InhToExc.json exp2syn node_type_id=='314804042'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1152 GABA_InhToExc.json exp2syn node_type_id=='314831019'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1153 GABA_InhToExc.json exp2syn node_type_id=='320207387'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1154 GABA_InhToExc.json exp2syn node_type_id=='323865917'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1155 GABA_InhToExc.json exp2syn node_type_id=='324025297'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1156 GABA_InhToExc.json exp2syn node_type_id=='349621141'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1157 GABA_InhToExc.json exp2syn node_type_id=='354190013'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1158 GABA_InhToExc.json exp2syn node_type_id=='468120757'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1159 GABA_InhToExc.json exp2syn node_type_id=='468193142'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1160 GABA_InhToExc.json exp2syn node_type_id=='469793303'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1161 GABA_InhToExc.json exp2syn node_type_id=='473601979'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1162 GABA_InhToExc.json exp2syn node_type_id=='476048909'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1164 GABA_InhToExc.json exp2syn node_type_id=='476131588'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1166 GABA_InhToExc.json exp2syn node_type_id=='480116737'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1167 GABA_InhToExc.json exp2syn node_type_id=='480169178'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1168 GABA_InhToExc.json exp2syn node_type_id=='480351780'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1169 GABA_InhToExc.json exp2syn node_type_id=='480353286'&pop_name=='e5noRbp4' pop_name=='i5Pvalb' 0.9
1170 GABA_InhToExc.json exp2syn node_type_id=='466632464'&pop_name=='e6Ntsr1' pop_name=='i5Pvalb' 0.9
1171 GABA_InhToExc.json exp2syn node_type_id=='471410185'&pop_name=='e6Ntsr1' pop_name=='i5Pvalb' 0.9
1172 GABA_InhToExc.json exp2syn node_type_id=='471786879'&pop_name=='e6Ntsr1' pop_name=='i5Pvalb' 0.9
1173 GABA_InhToExc.json exp2syn node_type_id=='471789504'&pop_name=='e6Ntsr1' pop_name=='i5Pvalb' 0.9
1174 GABA_InhToExc.json exp2syn node_type_id=='471819401'&pop_name=='e6Ntsr1' pop_name=='i5Pvalb' 0.9
1176 GABA_InhToInh.json exp2syn node_type_id=='481001895'&pop_name=='i6Htr3a' pop_name=='i5Pvalb' 1.2
1177 GABA_InhToInh.json exp2syn node_type_id=='481136138'&pop_name=='i6Htr3a' pop_name=='i5Pvalb' 1.2
1191 GABA_InhToInh.json exp2syn node_type_id=='478110866'&pop_name=='i5Htr3a' pop_name=='i5Pvalb' 1.2
1192 GABA_InhToInh.json exp2syn node_type_id=='481001895'&pop_name=='i5Htr3a' pop_name=='i5Pvalb' 1.2
1193 GABA_InhToInh.json exp2syn node_type_id=='481136138'&pop_name=='i5Htr3a' pop_name=='i5Pvalb' 1.2
1194 GABA_InhToInh.json exp2syn node_type_id=='482644550'&pop_name=='i5Htr3a' pop_name=='i5Pvalb' 1.2
1195 GABA_InhToInh.json exp2syn node_type_id=='313862306'&pop_name=='i6Sst' pop_name=='i5Pvalb' 1.2
1197 GABA_InhToInh.json exp2syn node_type_id=='473564515'&pop_name=='i6Sst' pop_name=='i5Pvalb' 1.2
1198 GABA_InhToInh.json exp2syn node_type_id=='476104386'&pop_name=='i6Sst' pop_name=='i5Pvalb' 1.2
1199 GABA_InhToInh.json exp2syn node_type_id=='476754635'&pop_name=='i6Sst' pop_name=='i5Pvalb' 1.2
1200 GABA_InhToInh.json exp2syn node_type_id=='323475862'&pop_name=='i5Sst' pop_name=='i5Pvalb' 1.2
1203 GABA_InhToInh.json exp2syn node_type_id=='464198958'&pop_name=='i5Sst' pop_name=='i5Pvalb' 1.2
1208 GABA_InhToInh.json exp2syn node_type_id=='475517090'&pop_name=='i5Sst' pop_name=='i5Pvalb' 1.2
1209 GABA_InhToInh.json exp2syn node_type_id=='478396248'&pop_name=='i5Sst' pop_name=='i5Pvalb' 1.2
1210 GABA_InhToInh.json exp2syn node_type_id=='482690728'&pop_name=='i5Sst' pop_name=='i5Pvalb' 1.2
1211 instanteneousInh.json NULL node_type_id=='100000101'&pop_name=='LIFe5Rbp4' pop_name=='i5Pvalb' 0.9
1213 instanteneousInh.json NULL node_type_id=='100000103'&pop_name=='LIFi6Pvalb' pop_name=='i5Pvalb' 1.6
1215 instanteneousInh.json NULL node_type_id=='100000105'&pop_name=='LIFi23Pvalb' pop_name=='i5Pvalb' 1.6
1217 instanteneousInh.json NULL node_type_id=='100000111'&pop_name=='LIFi5Pvalb' pop_name=='i5Pvalb' 1.6
1218 instanteneousInh.json NULL node_type_id=='100000112'&pop_name=='LIFi4Pvalb' pop_name=='i5Pvalb' 1.6
1220 instanteneousInh.json NULL node_type_id=='100000114'&pop_name=='LIFi4Htr3a' pop_name=='i5Pvalb' 1.2
1221 instanteneousInh.json NULL node_type_id=='100000115'&pop_name=='LIFi4Sst' pop_name=='i5Pvalb' 1.2
1223 instanteneousInh.json NULL node_type_id=='100000119'&pop_name=='LIFe5noRbp4' pop_name=='i5Pvalb' 0.9
1224 instanteneousInh.json NULL node_type_id=='100000121'&pop_name=='LIFe6Ntsr1' pop_name=='i5Pvalb' 0.9
1225 instanteneousInh.json NULL node_type_id=='100000106'&pop_name=='LIFi6Htr3a' pop_name=='i5Pvalb' 1.2
1228 instanteneousInh.json NULL node_type_id=='100000109'&pop_name=='LIFi5Htr3a' pop_name=='i5Pvalb' 1.2
1229 instanteneousInh.json NULL node_type_id=='100000120'&pop_name=='LIFi6Sst' pop_name=='i5Pvalb' 1.2
1230 instanteneousInh.json NULL node_type_id=='100000118'&pop_name=='LIFi5Sst' pop_name=='i5Pvalb' 1.2
1234 GABA_InhToExc.json exp2syn node_type_id=='471129934'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1235 GABA_InhToExc.json exp2syn node_type_id=='471143169'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1236 GABA_InhToExc.json exp2syn node_type_id=='471758398'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1237 GABA_InhToExc.json exp2syn node_type_id=='471767045'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1238 GABA_InhToExc.json exp2syn node_type_id=='485574832'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1239 GABA_InhToExc.json exp2syn node_type_id=='485835055'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1240 GABA_InhToExc.json exp2syn node_type_id=='485880739'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1241 GABA_InhToExc.json exp2syn node_type_id=='486052980'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1242 GABA_InhToExc.json exp2syn node_type_id=='486110216'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1243 GABA_InhToExc.json exp2syn node_type_id=='487664663'&pop_name=='e5Rbp4' pop_name=='i4Pvalb' 0.9
1245 GABA_InhToExc.json exp2syn node_type_id=='487661754'&pop_name=='e23Cux2' pop_name=='i4Pvalb' 0.9
1253 GABA_InhToExc.json exp2syn node_type_id=='314900022'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1256 GABA_InhToExc.json exp2syn node_type_id=='348592897'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1257 GABA_InhToExc.json exp2syn node_type_id=='395830185'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1258 GABA_InhToExc.json exp2syn node_type_id=='469798159'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1259 GABA_InhToExc.json exp2syn node_type_id=='476126528'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1260 GABA_InhToExc.json exp2syn node_type_id=='476218657'&pop_name=='e4Scnn1a' pop_name=='i4Pvalb' 0.9
1261 GABA_InhToInh.json exp2syn node_type_id=='341442651'&pop_name=='i23Pvalb' pop_name=='i4Pvalb' 1.6
1263 GABA_InhToInh.json exp2syn node_type_id=='484635029'&pop_name=='i23Pvalb' pop_name=='i4Pvalb' 1.6
1264 GABA_InhToInh.json exp2syn node_type_id=='488501071'&pop_name=='i23Pvalb' pop_name=='i4Pvalb' 1.6
1265 GABA_InhToExc.json exp2syn node_type_id=='477135941'&pop_name=='e4other' pop_name=='i4Pvalb' 0.9
1266 GABA_InhToExc.json exp2syn node_type_id=='483061182'&pop_name=='e4other' pop_name=='i4Pvalb' 0.9
1268 GABA_InhToExc.json exp2syn node_type_id=='485909730'&pop_name=='e4other' pop_name=='i4Pvalb' 0.9
1269 GABA_InhToExc.json exp2syn node_type_id=='486146717'&pop_name=='e4other' pop_name=='i4Pvalb' 0.9
