edge_type_id source_query target_query model_template delay dynamics_params
586 pop_name=='i6Sst' node_type_id=='386970660' static_synapse 1.5 i2e.json
587 pop_name=='e6Ntsr1' node_type_id=='386970660' static_synapse 0.0 e2e.json
588 pop_name=='e5Rbp4' node_type_id=='476131588' static_synapse 1.5 e2e.json
589 pop_name=='e23Cux2' node_type_id=='476131588' static_synapse 1.8 e2e.json
590 pop_name=='i6Pvalb' node_type_id=='476131588' static_synapse 0.9 i2e.json
591 pop_name=='e4Scnn1a' node_type_id=='476131588' static_synapse 1.5 e2e.json
592 pop_name=='i23Pvalb' node_type_id=='476131588' static_synapse 0.9 i2e.json
593 pop_name=='i6Htr3a' node_type_id=='476131588' static_synapse 1.5 i2e.json
594 pop_name=='i5Htr3a' node_type_id=='476131588' static_synapse 1.5 i2e.json
595 pop_name=='i23Htr3a' node_type_id=='476131588' static_synapse 1.5 i2e.json
596 pop_name=='e4Rorb' node_type_id=='476131588' static_synapse 1.5 e2e.json
597 pop_name=='e4other' node_type_id=='476131588' static_synapse 1.5 e2e.json
598 pop_name=='i5Pvalb' node_type_id=='476131588' static_synapse 0.9 i2e.json
599 pop_name=='i4Pvalb' node_type_id=='476131588' static_synapse 0.9 i2e.json
600 pop_name=='i23Sst' node_type_id=='476131588' static_synapse 1.5 i2e.json
601 pop_name=='i4Htr3a' node_type_id=='476131588' static_synapse 1.5 i2e.json
602 pop_name=='i4Sst' node_type_id=='476131588' static_synapse 1.5 i2e.json
603 pop_name=='e4Nr5a1' node_type_id=='476131588' static_synapse 1.5 e2e.json
604 pop_name=='i1Htr3a' node_type_id=='476131588' static_synapse 3.8 i2e.json
605 pop_name=='i5Sst' node_type_id=='476131588' static_synapse 1.5 i2e.json
606 pop_name=='e5noRbp4' node_type_id=='476131588' static_synapse 1.5 e2e.json
607 pop_name=='i6Sst' node_type_id=='476131588' static_synapse 1.5 i2e.json
608 pop_name=='e6Ntsr1' node_type_id=='476131588' static_synapse 3.5 e2e.json
609 pop_name=='e5Rbp4' node_type_id=='484659182' static_synapse 1.5 e2e.json
610 pop_name=='e23Cux2' node_type_id=='484659182' static_synapse 1.8 e2e.json
611 pop_name=='i6Pvalb' node_type_id=='484659182' static_synapse 0.9 i2e.json
612 pop_name=='e4Scnn1a' node_type_id=='484659182' static_synapse 1.5 e2e.json
613 pop_name=='i23Pvalb' node_type_id=='484659182' static_synapse 0.9 i2e.json
614 pop_name=='i6Htr3a' node_type_id=='484659182' static_synapse 1.5 i2e.json
615 pop_name=='i5Htr3a' node_type_id=='484659182' static_synapse 1.5 i2e.json
616 pop_name=='i23Htr3a' node_type_id=='484659182' static_synapse 1.5 i2e.json
617 pop_name=='e4Rorb' node_type_id=='484659182' static_synapse 1.5 e2e.json
618 pop_name=='e4other' node_type_id=='484659182' static_synapse 1.5 e2e.json
619 pop_name=='i5Pvalb' node_type_id=='484659182' static_synapse 0.9 i2e.json
620 pop_name=='i4Pvalb' node_type_id=='484659182' static_synapse 0.9 i2e.json
621 pop_name=='i23Sst' node_type_id=='484659182' static_synapse 1.5 i2e.json
622 pop_name=='i4Htr3a' node_type_id=='484659182' static_synapse 1.5 i2e.json
623 pop_name=='i4Sst' node_type_id=='484659182' static_synapse 1.5 i2e.json
624 pop_name=='e4Nr5a1' node_type_id=='484659182' static_synapse 1.5 e2e.json
625 pop_name=='i1Htr3a' node_type_id=='484659182' static_synapse 3.8 i2e.json
626 pop_name=='i5Sst' node_type_id=='484659182' static_synapse 1.5 i2e.json
627 pop_name=='e5noRbp4' node_type_id=='484659182' static_synapse 1.5 e2e.json
628 pop_name=='i6Sst' node_type_id=='484659182' static_synapse 1.5 i2e.json
629 pop_name=='e6Ntsr1' node_type_id=='484659182' static_synapse 3.5 e2e.json
630 pop_name=='e5Rbp4' node_type_id=='327962063' static_synapse 1.5 e2i.json
631 pop_name=='e23Cux2' node_type_id=='327962063' static_synapse 1.5 e2i.json
632 pop_name=='i6Pvalb' node_type_id=='327962063' static_synapse 1.2 i2i.json
633 pop_name=='e4Scnn1a' node_type_id=='327962063' static_synapse 1.5 e2i.json
634 pop_name=='i23Pvalb' node_type_id=='327962063' static_synapse 1.2 i2i.json
635 pop_name=='i6Htr3a' node_type_id=='327962063' static_synapse 1.5 i2i.json
636 pop_name=='i5Htr3a' node_type_id=='327962063' static_synapse 1.5 i2i.json
637 pop_name=='i23Htr3a' node_type_id=='327962063' static_synapse 1.5 i2i.json
638 pop_name=='e4Rorb' node_type_id=='327962063' static_synapse 1.5 e2i.json
639 pop_name=='e4other' node_type_id=='327962063' static_synapse 1.5 e2i.json
640 pop_name=='i5Pvalb' node_type_id=='327962063' static_synapse 1.2 i2i.json
641 pop_name=='i4Pvalb' node_type_id=='327962063' static_synapse 1.2 i2i.json
642 pop_name=='i23Sst' node_type_id=='327962063' static_synapse 1.5 i2i.json
643 pop_name=='i4Htr3a' node_type_id=='327962063' static_synapse 1.5 i2i.json
644 pop_name=='i4Sst' node_type_id=='327962063' static_synapse 1.5 i2i.json
645 pop_name=='e4Nr5a1' node_type_id=='327962063' static_synapse 1.5 e2i.json
646 pop_name=='i1Htr3a' node_type_id=='327962063' static_synapse 3.8 i2i.json
647 pop_name=='i5Sst' node_type_id=='327962063' static_synapse 1.5 i2i.json
648 pop_name=='e5noRbp4' node_type_id=='327962063' static_synapse 1.5 e2i.json
649 pop_name=='i6Sst' node_type_id=='327962063' static_synapse 1.5 i2i.json
650 pop_name=='e6Ntsr1' node_type_id=='327962063' static_synapse 1.5 e2i.json
651 pop_name=='e5Rbp4' node_type_id=='501282204' static_synapse 1.5 e2i.json
652 pop_name=='e23Cux2' node_type_id=='501282204' static_synapse 1.5 e2i.json
653 pop_name=='i6Pvalb' node_type_id=='501282204' static_synapse 1.2 i2i.json
654 pop_name=='e4Scnn1a' node_type_id=='501282204' static_synapse 1.5 e2i.json
655 pop_name=='i23Pvalb' node_type_id=='501282204' static_synapse 1.2 i2i.json
656 pop_name=='i6Htr3a' node_type_id=='501282204' static_synapse 1.5 i2i.json
657 pop_name=='i5Htr3a' node_type_id=='501282204' static_synapse 1.5 i2i.json
658 pop_name=='i23Htr3a' node_type_id=='501282204' static_synapse 1.5 i2i.json
659 pop_name=='e4Rorb' node_type_id=='501282204' static_synapse 1.5 e2i.json
660 pop_name=='e4other' node_type_id=='501282204' static_synapse 1.5 e2i.json
661 pop_name=='i5Pvalb' node_type_id=='501282204' static_synapse 1.2 i2i.json
662 pop_name=='i4Pvalb' node_type_id=='501282204' static_synapse 1.2 i2i.json
663 pop_name=='i23Sst' node_type_id=='501282204' static_synapse 1.5 i2i.json
664 pop_name=='i4Htr3a' node_type_id=='501282204' static_synapse 1.5 i2i.json
665 pop_name=='i4Sst' node_type_id=='501282204' static_synapse 1.5 i2i.json
666 pop_name=='e4Nr5a1' node_type_id=='501282204' static_synapse 1.5 e2i.json
667 pop_name=='i1Htr3a' node_type_id=='501282204' static_synapse 3.8 i2i.json
668 pop_name=='i5Sst' node_type_id=='501282204' static_synapse 1.5 i2i.json
669 pop_name=='e5noRbp4' node_type_id=='501282204' static_synapse 1.5 e2i.json
670 pop_name=='i6Sst' node_type_id=='501282204' static_synapse 1.5 i2i.json
671 pop_name=='e6Ntsr1' node_type_id=='501282204' static_synapse 1.5 e2i.json
672 pop_name=='e5Rbp4' node_type_id=='471129934' static_synapse 1.5 e2e.json
673 pop_name=='e23Cux2' node_type_id=='471129934' static_synapse 1.8 e2e.json
674 pop_name=='i6Pvalb' node_type_id=='471129934' static_synapse 0.9 i2e.json
675 pop_name=='e4Scnn1a' node_type_id=='471129934' static_synapse 1.5 e2e.json
676 pop_name=='i23Pvalb' node_type_id=='471129934' static_synapse 0.9 i2e.json
677 pop_name=='i6Htr3a' node_type_id=='471129934' static_synapse 1.5 i2e.json
678 pop_name=='i5Htr3a' node_type_id=='471129934' static_synapse 1.5 i2e.json
679 pop_name=='i23Htr3a' node_type_id=='471129934' static_synapse 1.5 i2e.json
680 pop_name=='e4Rorb' node_type_id=='471129934' static_synapse 1.5 e2e.json
681 pop_name=='e4other' node_type_id=='471129934' static_synapse 1.5 e2e.json
682 pop_name=='i5Pvalb' node_type_id=='471129934' static_synapse 0.9 i2e.json
683 pop_name=='i4Pvalb' node_type_id=='471129934' static_synapse 0.9 i2e.json
684 pop_name=='i23Sst' node_type_id=='471129934' static_synapse 1.5 i2e.json
685 pop_name=='i4Htr3a' node_type_id=='471129934' static_synapse 1.5 i2e.json
686 pop_name=='i4Sst' node_type_id=='471129934' static_synapse 1.5 i2e.json
687 pop_name=='e4Nr5a1' node_type_id=='471129934' static_synapse 1.5 e2e.json
688 pop_name=='i1Htr3a' node_type_id=='471129934' static_synapse 3.8 i2e.json
689 pop_name=='i5Sst' node_type_id=='471129934' static_synapse 1.5 i2e.json
690 pop_name=='e5noRbp4' node_type_id=='471129934' static_synapse 1.5 e2e.json
691 pop_name=='i6Sst' node_type_id=='471129934' static_synapse 1.5 i2e.json
692 pop_name=='e6Ntsr1' node_type_id=='471129934' static_synapse 3.5 e2e.json
693 pop_name=='e5Rbp4' node_type_id=='478949560' static_synapse 1.2 e2i.json
694 pop_name=='e23Cux2' node_type_id=='478949560' static_synapse 1.2 e2i.json
695 pop_name=='i6Pvalb' node_type_id=='478949560' static_synapse 1.6 i2i.json
696 pop_name=='e4Scnn1a' node_type_id=='478949560' static_synapse 1.2 e2i.json
697 pop_name=='i23Pvalb' node_type_id=='478949560' static_synapse 1.6 i2i.json
698 pop_name=='i6Htr3a' node_type_id=='478949560' static_synapse 1.5 i2i.json
699 pop_name=='i5Htr3a' node_type_id=='478949560' static_synapse 1.5 i2i.json
700 pop_name=='i23Htr3a' node_type_id=='478949560' static_synapse 1.5 i2i.json
701 pop_name=='e4Rorb' node_type_id=='478949560' static_synapse 1.2 e2i.json
702 pop_name=='e4other' node_type_id=='478949560' static_synapse 1.2 e2i.json
703 pop_name=='i5Pvalb' node_type_id=='478949560' static_synapse 1.6 i2i.json
704 pop_name=='i4Pvalb' node_type_id=='478949560' static_synapse 1.6 i2i.json
705 pop_name=='i23Sst' node_type_id=='478949560' static_synapse 1.5 i2i.json
706 pop_name=='i4Htr3a' node_type_id=='478949560' static_synapse 1.5 i2i.json
707 pop_name=='i4Sst' node_type_id=='478949560' static_synapse 1.5 i2i.json
708 pop_name=='e4Nr5a1' node_type_id=='478949560' static_synapse 1.2 e2i.json
709 pop_name=='i1Htr3a' node_type_id=='478949560' static_synapse 3.8 i2i.json
710 pop_name=='i5Sst' node_type_id=='478949560' static_synapse 1.5 i2i.json
711 pop_name=='e5noRbp4' node_type_id=='478949560' static_synapse 1.2 e2i.json
712 pop_name=='i6Sst' node_type_id=='478949560' static_synapse 1.5 i2i.json
713 pop_name=='e6Ntsr1' node_type_id=='478949560' static_synapse 1.2 e2i.json
714 pop_name=='e5Rbp4' node_type_id=='475622793' static_synapse 1.5 e2i.json
715 pop_name=='e23Cux2' node_type_id=='475622793' static_synapse 1.5 e2i.json
716 pop_name=='i6Pvalb' node_type_id=='475622793' static_synapse 1.2 i2i.json
717 pop_name=='e4Scnn1a' node_type_id=='475622793' static_synapse 1.5 e2i.json
718 pop_name=='i23Pvalb' node_type_id=='475622793' static_synapse 1.2 i2i.json
719 pop_name=='i6Htr3a' node_type_id=='475622793' static_synapse 1.5 i2i.json
720 pop_name=='i5Htr3a' node_type_id=='475622793' static_synapse 1.5 i2i.json
721 pop_name=='i23Htr3a' node_type_id=='475622793' static_synapse 1.5 i2i.json
722 pop_name=='e4Rorb' node_type_id=='475622793' static_synapse 1.5 e2i.json
723 pop_name=='e4other' node_type_id=='475622793' static_synapse 1.5 e2i.json
724 pop_name=='i5Pvalb' node_type_id=='475622793' static_synapse 1.2 i2i.json
725 pop_name=='i4Pvalb' node_type_id=='475622793' static_synapse 1.2 i2i.json
726 pop_name=='i23Sst' node_type_id=='475622793' static_synapse 1.5 i2i.json
727 pop_name=='i4Htr3a' node_type_id=='475622793' static_synapse 1.5 i2i.json
728 pop_name=='i4Sst' node_type_id=='475622793' static_synapse 1.5 i2i.json
729 pop_name=='e4Nr5a1' node_type_id=='475622793' static_synapse 1.5 e2i.json
730 pop_name=='i1Htr3a' node_type_id=='475622793' static_synapse 3.8 i2i.json
731 pop_name=='i5Sst' node_type_id=='475622793' static_synapse 1.5 i2i.json
732 pop_name=='e5noRbp4' node_type_id=='475622793' static_synapse 1.5 e2i.json
733 pop_name=='i6Sst' node_type_id=='475622793' static_synapse 1.5 i2i.json
734 pop_name=='e6Ntsr1' node_type_id=='475622793' static_synapse 1.5 e2i.json
735 pop_name=='e5Rbp4' node_type_id=='507996688' static_synapse 1.5 e2e.json
736 pop_name=='e23Cux2' node_type_id=='507996688' static_synapse 1.8 e2e.json
737 pop_name=='i6Pvalb' node_type_id=='507996688' static_synapse 0.9 i2e.json
738 pop_name=='e4Scnn1a' node_type_id=='507996688' static_synapse 1.5 e2e.json
739 pop_name=='i23Pvalb' node_type_id=='507996688' static_synapse 0.9 i2e.json
740 pop_name=='i6Htr3a' node_type_id=='507996688' static_synapse 1.5 i2e.json
741 pop_name=='i5Htr3a' node_type_id=='507996688' static_synapse 1.5 i2e.json
742 pop_name=='i23Htr3a' node_type_id=='507996688' static_synapse 1.5 i2e.json
743 pop_name=='e4Rorb' node_type_id=='507996688' static_synapse 1.5 e2e.json
744 pop_name=='e4other' node_type_id=='507996688' static_synapse 1.5 e2e.json
745 pop_name=='i5Pvalb' node_type_id=='507996688' static_synapse 0.9 i2e.json
746 pop_name=='i4Pvalb' node_type_id=='507996688' static_synapse 0.9 i2e.json
747 pop_name=='i23Sst' node_type_id=='507996688' static_synapse 1.5 i2e.json
748 pop_name=='i4Htr3a' node_type_id=='507996688' static_synapse 1.5 i2e.json
749 pop_name=='i4Sst' node_type_id=='507996688' static_synapse 1.5 i2e.json
750 pop_name=='e4Nr5a1' node_type_id=='507996688' static_synapse 1.5 e2e.json
751 pop_name=='i1Htr3a' node_type_id=='507996688' static_synapse 3.8 i2e.json
752 pop_name=='i5Sst' node_type_id=='507996688' static_synapse 1.5 i2e.json
753 pop_name=='e5noRbp4' node_type_id=='507996688' static_synapse 1.5 e2e.json
754 pop_name=='i6Sst' node_type_id=='507996688' static_synapse 1.5 i2e.json
755 pop_name=='e6Ntsr1' node_type_id=='507996688' static_synapse 3.5 e2e.json
756 pop_name=='e5Rbp4' node_type_id=='482690728' static_synapse 1.5 e2i.json
757 pop_name=='e23Cux2' node_type_id=='482690728' static_synapse 1.5 e2i.json
758 pop_name=='i6Pvalb' node_type_id=='482690728' static_synapse 1.2 i2i.json
759 pop_name=='e4Scnn1a' node_type_id=='482690728' static_synapse 1.5 e2i.json
760 pop_name=='i23Pvalb' node_type_id=='482690728' static_synapse 1.2 i2i.json
761 pop_name=='i6Htr3a' node_type_id=='482690728' static_synapse 1.5 i2i.json
762 pop_name=='i5Htr3a' node_type_id=='482690728' static_synapse 1.5 i2i.json
763 pop_name=='i23Htr3a' node_type_id=='482690728' static_synapse 1.5 i2i.json
764 pop_name=='e4Rorb' node_type_id=='482690728' static_synapse 1.5 e2i.json
765 pop_name=='e4other' node_type_id=='482690728' static_synapse 1.5 e2i.json
766 pop_name=='i5Pvalb' node_type_id=='482690728' static_synapse 1.2 i2i.json
767 pop_name=='i4Pvalb' node_type_id=='482690728' static_synapse 1.2 i2i.json
768 pop_name=='i23Sst' node_type_id=='482690728' static_synapse 1.5 i2i.json
769 pop_name=='i4Htr3a' node_type_id=='482690728' static_synapse 1.5 i2i.json
770 pop_name=='i4Sst' node_type_id=='482690728' static_synapse 1.5 i2i.json
771 pop_name=='e4Nr5a1' node_type_id=='482690728' static_synapse 1.5 e2i.json
772 pop_name=='i1Htr3a' node_type_id=='482690728' static_synapse 3.8 i2i.json
773 pop_name=='i5Sst' node_type_id=='482690728' static_synapse 1.5 i2i.json
774 pop_name=='e5noRbp4' node_type_id=='482690728' static_synapse 1.5 e2i.json
775 pop_name=='i6Sst' node_type_id=='482690728' static_synapse 1.5 i2i.json
776 pop_name=='e6Ntsr1' node_type_id=='482690728' static_synapse 1.5 e2i.json
777 pop_name=='e5Rbp4' node_type_id=='490916919' static_synapse 1.5 e2e.json
778 pop_name=='e23Cux2' node_type_id=='490916919' static_synapse 1.8 e2e.json
779 pop_name=='i6Pvalb' node_type_id=='490916919' static_synapse 0.9 i2e.json
780 pop_name=='e4Scnn1a' node_type_id=='490916919' static_synapse 1.5 e2e.json
781 pop_name=='i23Pvalb' node_type_id=='490916919' static_synapse 0.9 i2e.json
782 pop_name=='i6Htr3a' node_type_id=='490916919' static_synapse 1.5 i2e.json
783 pop_name=='i5Htr3a' node_type_id=='490916919' static_synapse 1.5 i2e.json
784 pop_name=='i23Htr3a' node_type_id=='490916919' static_synapse 1.5 i2e.json
785 pop_name=='e4Rorb' node_type_id=='490916919' static_synapse 1.5 e2e.json
786 pop_name=='e4other' node_type_id=='490916919' static_synapse 1.5 e2e.json
787 pop_name=='i5Pvalb' node_type_id=='490916919' static_synapse 0.9 i2e.json
788 pop_name=='i4Pvalb' node_type_id=='490916919' static_synapse 0.9 i2e.json
789 pop_name=='i23Sst' node_type_id=='490916919' static_synapse 1.5 i2e.json
790 pop_name=='i4Htr3a' node_type_id=='490916919' static_synapse 1.5 i2e.json
791 pop_name=='i4Sst' node_type_id=='490916919' static_synapse 1.5 i2e.json
792 pop_name=='e4Nr5a1' node_type_id=='490916919' static_synapse 1.5 e2e.json
793 pop_name=='i1Htr3a' node_type_id=='490916919' static_synapse 3.8 i2e.json
794 pop_name=='i5Sst' node_type_id=='490916919' static_synapse 1.5 i2e.json
795 pop_name=='e5noRbp4' node_type_id=='490916919' static_synapse 1.5 e2e.json
796 pop_name=='i6Sst' node_type_id=='490916919' static_synapse 1.5 i2e.json
797 pop_name=='e6Ntsr1' node_type_id=='490916919' static_synapse 3.5 e2e.json
798 pop_name=='e5Rbp4' node_type_id=='464188580' static_synapse 1.5 e2i.json
799 pop_name=='e23Cux2' node_type_id=='464188580' static_synapse 1.5 e2i.json
800 pop_name=='i6Pvalb' node_type_id=='464188580' static_synapse 1.2 i2i.json
801 pop_name=='e4Scnn1a' node_type_id=='464188580' static_synapse 1.5 e2i.json
802 pop_name=='i23Pvalb' node_type_id=='464188580' static_synapse 1.2 i2i.json
803 pop_name=='i6Htr3a' node_type_id=='464188580' static_synapse 1.5 i2i.json
804 pop_name=='i5Htr3a' node_type_id=='464188580' static_synapse 1.5 i2i.json
805 pop_name=='i23Htr3a' node_type_id=='464188580' static_synapse 1.5 i2i.json
806 pop_name=='e4Rorb' node_type_id=='464188580' static_synapse 1.5 e2i.json
807 pop_name=='e4other' node_type_id=='464188580' static_synapse 1.5 e2i.json
808 pop_name=='i5Pvalb' node_type_id=='464188580' static_synapse 1.2 i2i.json
809 pop_name=='i4Pvalb' node_type_id=='464188580' static_synapse 1.2 i2i.json
810 pop_name=='i23Sst' node_type_id=='464188580' static_synapse 1.5 i2i.json
811 pop_name=='i4Htr3a' node_type_id=='464188580' static_synapse 1.5 i2i.json
812 pop_name=='i4Sst' node_type_id=='464188580' static_synapse 1.5 i2i.json
813 pop_name=='e4Nr5a1' node_type_id=='464188580' static_synapse 1.5 e2i.json
814 pop_name=='i1Htr3a' node_type_id=='464188580' static_synapse 3.8 i2i.json
815 pop_name=='i5Sst' node_type_id=='464188580' static_synapse 1.5 i2i.json
816 pop_name=='e5noRbp4' node_type_id=='464188580' static_synapse 1.5 e2i.json
817 pop_name=='i6Sst' node_type_id=='464188580' static_synapse 1.5 i2i.json
818 pop_name=='e6Ntsr1' node_type_id=='464188580' static_synapse 1.5 e2i.json
819 pop_name=='e5Rbp4' node_type_id=='314900022' static_synapse 2.5 e2e.json
820 pop_name=='e23Cux2' node_type_id=='314900022' static_synapse 1.6 e2e.json
821 pop_name=='i6Pvalb' node_type_id=='314900022' static_synapse 0.9 i2e.json
822 pop_name=='e4Scnn1a' node_type_id=='314900022' static_synapse 1.3 e2e.json
823 pop_name=='i23Pvalb' node_type_id=='314900022' static_synapse 0.9 i2e.json
824 pop_name=='i6Htr3a' node_type_id=='314900022' static_synapse 1.5 i2e.json
825 pop_name=='i5Htr3a' node_type_id=='314900022' static_synapse 1.5 i2e.json
826 pop_name=='i23Htr3a' node_type_id=='314900022' static_synapse 1.5 i2e.json
827 pop_name=='e4Rorb' node_type_id=='314900022' static_synapse 1.3 e2e.json
828 pop_name=='e4other' node_type_id=='314900022' static_synapse 1.3 e2e.json
829 pop_name=='i5Pvalb' node_type_id=='314900022' static_synapse 0.9 i2e.json
830 pop_name=='i4Pvalb' node_type_id=='314900022' static_synapse 0.9 i2e.json
831 pop_name=='i23Sst' node_type_id=='314900022' static_synapse 1.5 i2e.json
832 pop_name=='i4Htr3a' node_type_id=='314900022' static_synapse 1.5 i2e.json
833 pop_name=='i4Sst' node_type_id=='314900022' static_synapse 1.5 i2e.json
834 pop_name=='e4Nr5a1' node_type_id=='314900022' static_synapse 1.3 e2e.json
835 pop_name=='i1Htr3a' node_type_id=='314900022' static_synapse 3.8 i2e.json
836 pop_name=='i5Sst' node_type_id=='314900022' static_synapse 1.5 i2e.json
837 pop_name=='e5noRbp4' node_type_id=='314900022' static_synapse 2.5 e2e.json
838 pop_name=='i6Sst' node_type_id=='314900022' static_synapse 1.5 i2e.json
839 pop_name=='e6Ntsr1' node_type_id=='314900022' static_synapse 0.0 e2e.json
840 pop_name=='e5Rbp4' node_type_id=='313862167' static_synapse 1.5 e2i.json
841 pop_name=='e23Cux2' node_type_id=='313862167' static_synapse 1.5 e2i.json
842 pop_name=='i6Pvalb' node_type_id=='313862167' static_synapse 1.2 i2i.json
843 pop_name=='e4Scnn1a' node_type_id=='313862167' static_synapse 1.5 e2i.json
844 pop_name=='i23Pvalb' node_type_id=='313862167' static_synapse 1.2 i2i.json
845 pop_name=='i6Htr3a' node_type_id=='313862167' static_synapse 1.5 i2i.json
846 pop_name=='i5Htr3a' node_type_id=='313862167' static_synapse 1.5 i2i.json
847 pop_name=='i23Htr3a' node_type_id=='313862167' static_synapse 1.5 i2i.json
848 pop_name=='e4Rorb' node_type_id=='313862167' static_synapse 1.5 e2i.json
849 pop_name=='e4other' node_type_id=='313862167' static_synapse 1.5 e2i.json
850 pop_name=='i5Pvalb' node_type_id=='313862167' static_synapse 1.2 i2i.json
851 pop_name=='i4Pvalb' node_type_id=='313862167' static_synapse 1.2 i2i.json
852 pop_name=='i23Sst' node_type_id=='313862167' static_synapse 1.5 i2i.json
853 pop_name=='i4Htr3a' node_type_id=='313862167' static_synapse 1.5 i2i.json
854 pop_name=='i4Sst' node_type_id=='313862167' static_synapse 1.5 i2i.json
855 pop_name=='e4Nr5a1' node_type_id=='313862167' static_synapse 1.5 e2i.json
856 pop_name=='i1Htr3a' node_type_id=='313862167' static_synapse 3.8 i2i.json
857 pop_name=='i5Sst' node_type_id=='313862167' static_synapse 1.5 i2i.json
858 pop_name=='e5noRbp4' node_type_id=='313862167' static_synapse 1.5 e2i.json
859 pop_name=='i6Sst' node_type_id=='313862167' static_synapse 1.5 i2i.json
860 pop_name=='e6Ntsr1' node_type_id=='313862167' static_synapse 1.5 e2i.json
861 pop_name=='e5Rbp4' node_type_id=='480124551' static_synapse 2.5 e2e.json
862 pop_name=='e23Cux2' node_type_id=='480124551' static_synapse 1.6 e2e.json
863 pop_name=='i6Pvalb' node_type_id=='480124551' static_synapse 0.9 i2e.json
864 pop_name=='e4Scnn1a' node_type_id=='480124551' static_synapse 1.3 e2e.json
865 pop_name=='i23Pvalb' node_type_id=='480124551' static_synapse 0.9 i2e.json
866 pop_name=='i6Htr3a' node_type_id=='480124551' static_synapse 1.5 i2e.json
867 pop_name=='i5Htr3a' node_type_id=='480124551' static_synapse 1.5 i2e.json
868 pop_name=='i23Htr3a' node_type_id=='480124551' static_synapse 1.5 i2e.json
869 pop_name=='e4Rorb' node_type_id=='480124551' static_synapse 1.3 e2e.json
870 pop_name=='e4other' node_type_id=='480124551' static_synapse 1.3 e2e.json
871 pop_name=='i5Pvalb' node_type_id=='480124551' static_synapse 0.9 i2e.json
872 pop_name=='i4Pvalb' node_type_id=='480124551' static_synapse 0.9 i2e.json
873 pop_name=='i23Sst' node_type_id=='480124551' static_synapse 1.5 i2e.json
874 pop_name=='i4Htr3a' node_type_id=='480124551' static_synapse 1.5 i2e.json
875 pop_name=='i4Sst' node_type_id=='480124551' static_synapse 1.5 i2e.json
876 pop_name=='e4Nr5a1' node_type_id=='480124551' static_synapse 1.3 e2e.json
877 pop_name=='i1Htr3a' node_type_id=='480124551' static_synapse 3.8 i2e.json
878 pop_name=='i5Sst' node_type_id=='480124551' static_synapse 1.5 i2e.json
879 pop_name=='e5noRbp4' node_type_id=='480124551' static_synapse 2.5 e2e.json
880 pop_name=='i6Sst' node_type_id=='480124551' static_synapse 1.5 i2e.json
881 pop_name=='e6Ntsr1' node_type_id=='480124551' static_synapse 0.0 e2e.json
882 pop_name=='e5Rbp4' node_type_id=='486146717' static_synapse 2.5 e2e.json
883 pop_name=='e23Cux2' node_type_id=='486146717' static_synapse 1.6 e2e.json
884 pop_name=='i6Pvalb' node_type_id=='486146717' static_synapse 0.9 i2e.json
885 pop_name=='e4Scnn1a' node_type_id=='486146717' static_synapse 1.3 e2e.json
886 pop_name=='i23Pvalb' node_type_id=='486146717' static_synapse 0.9 i2e.json
887 pop_name=='i6Htr3a' node_type_id=='486146717' static_synapse 1.5 i2e.json
888 pop_name=='i5Htr3a' node_type_id=='486146717' static_synapse 1.5 i2e.json
889 pop_name=='i23Htr3a' node_type_id=='486146717' static_synapse 1.5 i2e.json
890 pop_name=='e4Rorb' node_type_id=='486146717' static_synapse 1.3 e2e.json
891 pop_name=='e4other' node_type_id=='486146717' static_synapse 1.3 e2e.json
892 pop_name=='i5Pvalb' node_type_id=='486146717' static_synapse 0.9 i2e.json
893 pop_name=='i4Pvalb' node_type_id=='486146717' static_synapse 0.9 i2e.json
894 pop_name=='i23Sst' node_type_id=='486146717' static_synapse 1.5 i2e.json
895 pop_name=='i4Htr3a' node_type_id=='486146717' static_synapse 1.5 i2e.json
896 pop_name=='i4Sst' node_type_id=='486146717' static_synapse 1.5 i2e.json
897 pop_name=='e4Nr5a1' node_type_id=='486146717' static_synapse 1.3 e2e.json
898 pop_name=='i1Htr3a' node_type_id=='486146717' static_synapse 3.8 i2e.json
899 pop_name=='i5Sst' node_type_id=='486146717' static_synapse 1.5 i2e.json
900 pop_name=='e5noRbp4' node_type_id=='486146717' static_synapse 2.5 e2e.json
901 pop_name=='i6Sst' node_type_id=='486146717' static_synapse 1.5 i2e.json
902 pop_name=='e6Ntsr1' node_type_id=='486146717' static_synapse 0.0 e2e.json
903 pop_name=='e5Rbp4' node_type_id=='482773968' static_synapse 1.5 e2i.json
904 pop_name=='e23Cux2' node_type_id=='482773968' static_synapse 1.5 e2i.json
905 pop_name=='i6Pvalb' node_type_id=='482773968' static_synapse 1.2 i2i.json
906 pop_name=='e4Scnn1a' node_type_id=='482773968' static_synapse 1.5 e2i.json
907 pop_name=='i23Pvalb' node_type_id=='482773968' static_synapse 1.2 i2i.json
908 pop_name=='i6Htr3a' node_type_id=='482773968' static_synapse 1.5 i2i.json
909 pop_name=='i5Htr3a' node_type_id=='482773968' static_synapse 1.5 i2i.json
910 pop_name=='i23Htr3a' node_type_id=='482773968' static_synapse 1.5 i2i.json
911 pop_name=='e4Rorb' node_type_id=='482773968' static_synapse 1.5 e2i.json
912 pop_name=='e4other' node_type_id=='482773968' static_synapse 1.5 e2i.json
913 pop_name=='i5Pvalb' node_type_id=='482773968' static_synapse 1.2 i2i.json
914 pop_name=='i4Pvalb' node_type_id=='482773968' static_synapse 1.2 i2i.json
